Unnamed: 0,Owner,Team,League,Recipient,Amount,Election Year,Party,Performance,Degree
225,Charles Johnson,SAN FRANCISCO GIANTS,MLB,SEAN JACKSON FOR CONGRESS COMMITTEE,"$5,600 ",2020,Republican,0.483,
226,Charles Johnson,SAN FRANCISCO GIANTS,MLB,SLOCUM FOR CONGRESS,"$5,600 ",2020,Republican,0.483,
227,Charles Johnson,SAN FRANCISCO GIANTS,MLB,STEVE CHABOT FOR CONGRESS,"$5,600 ",2020,Republican,0.483,
228,Charles Johnson,SAN FRANCISCO GIANTS,MLB,STEVE DAINES FOR MONTANA,"$5,600 ",2020,Republican,0.483,
229,Charles Johnson,SAN FRANCISCO GIANTS,MLB,"TEAM GRAHAM, INC.","$5,600 ",2020,Republican,0.483,
230,Charles Johnson,SAN FRANCISCO GIANTS,MLB,TEAM HAGERTY,"$5,600 ",2020,Republican,0.483,
231,Charles Johnson,SAN FRANCISCO GIANTS,MLB,TED BUDD FOR CONGRESS,"$5,600 ",2020,Republican,0.483,
232,Charles Johnson,SAN FRANCISCO GIANTS,MLB,THOMAS MASSIE FOR CONGRESS,"$5,600 ",2020,Republican,0.483,
233,Charles Johnson,SAN FRANCISCO GIANTS,MLB,TIM SCOTT FOR SENATE,"$5,600 ",2020,Republican,0.483,
234,Charles Johnson,SAN FRANCISCO GIANTS,MLB,UPTON FOR ALL OF US,"$5,600 ",2020,Republican,0.483,
235,Charles Johnson,SAN FRANCISCO GIANTS,MLB,VAN TAYLOR CAMPAIGN,"$5,600 ",2020,Republican,0.483,
236,Charles Johnson,SAN FRANCISCO GIANTS,MLB,ZELDIN FOR CONGRESS,"$5,600 ",2020,Republican,0.483,
237,Charles Johnson,SAN FRANCISCO GIANTS,MLB,CARLOS CURBELO CONGRESS,"$5,400 ",2016,Republican,0.537,
238,Charles Johnson,SAN FRANCISCO GIANTS,MLB,CARSON AMERICA,"$5,400 ",2016,Republican,0.537,
239,Charles Johnson,SAN FRANCISCO GIANTS,MLB,FRIENDS OF FRANK GUINTA,"$5,400 ",2016,Republican,0.537,
240,Charles Johnson,SAN FRANCISCO GIANTS,MLB,FRIENDS OF JOE HECK,"$5,400 ",2016,Republican,0.537,
241,Charles Johnson,SAN FRANCISCO GIANTS,MLB,FRIENDS OF PAT TOOMEY,"$5,400 ",2016,Republican,0.537,
242,Charles Johnson,SAN FRANCISCO GIANTS,MLB,GERSON FOR CONGRESS,"$5,400 ",2016,Republican,0.537,
243,Charles Johnson,SAN FRANCISCO GIANTS,MLB,HOEVEN FOR SENATE,"$5,400 ",2016,Republican,0.537,
244,Charles Johnson,SAN FRANCISCO GIANTS,MLB,MARCO RUBIO FOR SENATE 2016,"$5,400 ",2016,Republican,0.537,
245,Charles Johnson,SAN FRANCISCO GIANTS,MLB,MCSALLY FOR CONGRESS,"$5,400 ",2016,Republican,0.537,
246,Charles Johnson,SAN FRANCISCO GIANTS,MLB,PAUL CHABOT CONGRESS,"$5,400 ",2016,Republican,0.537,
247,Charles Johnson,SAN FRANCISCO GIANTS,MLB,RON DESANTIS FOR FLORIDA,"$5,400 ",2016,Republican,0.537,
248,Charles Johnson,SAN FRANCISCO GIANTS,MLB,RON JOHNSON FOR SENATE INC,"$5,400 ",2016,Republican,0.537,
249,Charles Johnson,SAN FRANCISCO GIANTS,MLB,STUTZMAN FOR SENATE,"$5,400 ",2016,Republican,0.537,
250,Charles Johnson,SAN FRANCISCO GIANTS,MLB,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,"$5,400 ",2016,Republican,0.537,
251,Charles Johnson,SAN FRANCISCO GIANTS,MLB,WALTERS FOR CONGRESS,"$5,400 ",2016,Republican,0.537,
252,Charles Johnson,SAN FRANCISCO GIANTS,MLB,ALASKANS FOR DAN SULLIVAN,"$5,400 ",2018,Republican,0.451,
253,Charles Johnson,SAN FRANCISCO GIANTS,MLB,ALEX MOONEY FOR CONGRESS,"$5,400 ",2018,Republican,0.451,
254,Charles Johnson,SAN FRANCISCO GIANTS,MLB,BOB HUGIN FOR SENATE INC,"$5,400 ",2018,Republican,0.451,
255,Charles Johnson,SAN FRANCISCO GIANTS,MLB,CRAMER FOR SENATE,"$5,400 ",2018,Republican,0.451,
256,Charles Johnson,SAN FRANCISCO GIANTS,MLB,FASO FOR CONGRESS,"$5,400 ",2018,Republican,0.451,
257,Charles Johnson,SAN FRANCISCO GIANTS,MLB,FRIENDS OF MIA LOVE,"$5,400 ",2018,Republican,0.451,
258,Charles Johnson,SAN FRANCISCO GIANTS,MLB,GREG FOR MONTANA,"$5,400 ",2018,Republican,0.451,
259,Charles Johnson,SAN FRANCISCO GIANTS,MLB,HELLER FOR SENATE,"$5,400 ",2018,Republican,0.451,
260,Charles Johnson,SAN FRANCISCO GIANTS,MLB,"HOOSIERS FOR ROKITA, INC.","$5,400 ",2018,Republican,0.451,
261,Charles Johnson,SAN FRANCISCO GIANTS,MLB,HOUSLEY FOR SENATE COMMITTEE,"$5,400 ",2018,Republican,0.451,
262,Charles Johnson,SAN FRANCISCO GIANTS,MLB,HURD VICTORY FUND,"$5,400 ",2018,Republican,0.451,
263,Charles Johnson,SAN FRANCISCO GIANTS,MLB,JUDD MATHENY FOR CONGRESS,"$5,400 ",2018,Republican,0.451,
264,Charles Johnson,SAN FRANCISCO GIANTS,MLB,MARSHA FOR SENATE,"$5,400 ",2018,Republican,0.451,
265,Charles Johnson,SAN FRANCISCO GIANTS,MLB,MAST FOR CONGRESS,"$5,400 ",2018,Republican,0.451,
266,Charles Johnson,SAN FRANCISCO GIANTS,MLB,MCSALLY FOR SENATE INC,"$5,400 ",2018,Republican,0.451,
267,Charles Johnson,SAN FRANCISCO GIANTS,MLB,MORRISEY FOR SENATE INC,"$5,400 ",2018,Republican,0.451,
268,Charles Johnson,SAN FRANCISCO GIANTS,MLB,PERDUE FOR SENATE,"$5,400 ",2018,Republican,0.451,
269,Charles Johnson,SAN FRANCISCO GIANTS,MLB,RENACCI FOR US SENATE,"$5,400 ",2018,Republican,0.451,
270,Charles Johnson,SAN FRANCISCO GIANTS,MLB,SCOTT STURGILL FOR CONGRESS,"$5,400 ",2018,Republican,0.451,
271,Charles Johnson,SAN FRANCISCO GIANTS,MLB,WALTERS FOR CONGRESS,"$5,400 ",2018,Republican,0.451,
272,Charles Johnson,SAN FRANCISCO GIANTS,MLB,COLLINS FOR SENATOR,"$5,400 ",2020,Republican,0.483,
273,Charles Johnson,SAN FRANCISCO GIANTS,MLB,PERDUE VICTORY INC,"$5,200 ",2020,Republican,0.483,
274,Charles Johnson,SAN FRANCISCO GIANTS,MLB,TRUE NORTH PAC,"$5,000 ",2016,Republican,0.537,
275,Charles Johnson,SAN FRANCISCO GIANTS,MLB,HISPANIC VICTORY PAC,"$5,000 ",2018,Republican,0.451,
276,Charles Johnson,SAN FRANCISCO GIANTS,MLB,INVEST IN A STRONG AND SECURE AMERICA,"$5,000 ",2018,Republican,0.451,
277,Charles Johnson,SAN FRANCISCO GIANTS,MLB,MAKING INVESTMENTS MAJORITY INSURED PAC,"$5,000 ",2018,Republican,0.451,
278,Charles Johnson,SAN FRANCISCO GIANTS,MLB,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),"$5,000 ",2018,Republican,0.451,
279,Charles Johnson,SAN FRANCISCO GIANTS,MLB,DIRIGO PAC,"$5,000 ",2020,Republican,0.483,
280,Charles Johnson,SAN FRANCISCO GIANTS,MLB,FRIENDS OF MIA LOVE PAC,"$5,000 ",2020,Republican,0.483,
281,Charles Johnson,SAN FRANCISCO GIANTS,MLB,NRCC,"$5,000 ",2020,Republican,0.483,
282,Charles Johnson,SAN FRANCISCO GIANTS,MLB,SEAL PAC SUPPORTING ELECTING AMERICAN LEADERS PAC,"$5,000 ",2020,Republican,0.483,
283,Charles Johnson,SAN FRANCISCO GIANTS,MLB,SENATE CONSERVATIVES FUND,"$5,000 ",2020,Republican,0.483,
284,Charles Johnson,SAN FRANCISCO GIANTS,MLB,SPECIAL OPERATIONS FOR AMERICA,"$5,000 ",2020,"Bipartisan, but mostly Republican",0.483,
285,Charles Johnson,SAN FRANCISCO GIANTS,MLB,TEAM PORTMAN,"$4,800 ",2020,Republican,0.483,
286,Charles Johnson,SAN FRANCISCO GIANTS,MLB,ANDREWS FOR CONGRESS,"$2,800 ",2020,Republican,0.483,
287,Charles Johnson,SAN FRANCISCO GIANTS,MLB,COTTON VICTORY,"$2,800 ",2020,Republican,0.483,
288,Charles Johnson,SAN FRANCISCO GIANTS,MLB,DUNCAN D. HUNTER FOR CONGRESS,"$2,800 ",2020,Republican,0.483,
289,Charles Johnson,SAN FRANCISCO GIANTS,MLB,FRIENDS OF MATT GAETZ,"$2,800 ",2020,Republican,0.483,
290,Charles Johnson,SAN FRANCISCO GIANTS,MLB,HUNT FOR CONGRESS,"$2,800 ",2020,Republican,0.483,
291,Charles Johnson,SAN FRANCISCO GIANTS,MLB,JOE COLLINS FOR CONGRESS,"$2,800 ",2020,Republican,0.483,
292,Charles Johnson,SAN FRANCISCO GIANTS,MLB,LIPETRI FOR CONGRESS,"$2,800 ",2020,Republican,0.483,
293,Charles Johnson,SAN FRANCISCO GIANTS,MLB,LISA SONG SUTTON FOR CONGRESS,"$2,800 ",2020,Republican,0.483,
294,Charles Johnson,SAN FRANCISCO GIANTS,MLB,NANCY MACE FOR CONGRESS,"$2,800 ",2020,Republican,0.483,
295,Charles Johnson,SAN FRANCISCO GIANTS,MLB,BLUM FOR CONGRESS,"$2,700 ",2016,Republican,0.537,
296,Charles Johnson,SAN FRANCISCO GIANTS,MLB,CARLY FOR PRESIDENT,"$2,700 ",2016,Republican,0.537,
297,Charles Johnson,SAN FRANCISCO GIANTS,MLB,COFFMAN FOR CONGRESS 2016,"$2,700 ",2016,Republican,0.537,
298,Charles Johnson,SAN FRANCISCO GIANTS,MLB,COMMITTEE TO ELECT DARRYL GLENN,"$2,700 ",2016,Republican,0.537,
299,Charles Johnson,SAN FRANCISCO GIANTS,MLB,COMSTOCK FOR CONGRESS,"$2,700 ",2016,Republican,0.537,
300,Charles Johnson,SAN FRANCISCO GIANTS,MLB,CRESENT HARDY FOR CONGRESS,"$2,700 ",2016,Republican,0.537,
301,Charles Johnson,SAN FRANCISCO GIANTS,MLB,DOLD FOR CONGRESS,"$2,700 ",2016,Republican,0.537,
302,Charles Johnson,SAN FRANCISCO GIANTS,MLB,ELBERT GUILLORY FOR AMERICA,"$2,700 ",2016,Republican,0.537,
303,Charles Johnson,SAN FRANCISCO GIANTS,MLB,FASO FOR CONGRESS,"$2,700 ",2016,Republican,0.537,
304,Charles Johnson,SAN FRANCISCO GIANTS,MLB,FRIENDS OF JOHN MCCAIN INC,"$2,700 ",2016,Republican,0.537,
305,Charles Johnson,SAN FRANCISCO GIANTS,MLB,HURD FOR CONGRESS,"$2,700 ",2016,Republican,0.537,
306,Charles Johnson,SAN FRANCISCO GIANTS,MLB,ISSA FOR CONGRESS,"$2,700 ",2016,Republican,0.537,
307,Charles Johnson,SAN FRANCISCO GIANTS,MLB,"JEB 2016, INC.","$2,700 ",2016,Republican,0.537,
308,Charles Johnson,SAN FRANCISCO GIANTS,MLB,JOHN KENNEDY FOR US,"$2,700 ",2016,Republican,0.537,
309,Charles Johnson,SAN FRANCISCO GIANTS,MLB,KATKO FOR CONGRESS,"$2,700 ",2016,Republican,0.537,
310,Charles Johnson,SAN FRANCISCO GIANTS,MLB,KIRK FOR SENATE,"$2,700 ",2016,Republican,0.537,
311,Charles Johnson,SAN FRANCISCO GIANTS,MLB,LINDSEY GRAHAM 2016,"$2,700 ",2016,Republican,0.537,
312,Charles Johnson,SAN FRANCISCO GIANTS,MLB,MAST VICTORY COMMITTEE,"$2,700 ",2016,Republican,0.537,
313,Charles Johnson,SAN FRANCISCO GIANTS,MLB,MIKE GALLAGHER FOR WISCONSIN,"$2,700 ",2016,Republican,0.537,
314,Charles Johnson,SAN FRANCISCO GIANTS,MLB,PATRICK MOONEY FOR CONGRESS,"$2,700 ",2016,Republican,0.537,
315,Charles Johnson,SAN FRANCISCO GIANTS,MLB,POLIQUIN FOR CONGRESS,"$2,700 ",2016,Republican,0.537,
316,Charles Johnson,SAN FRANCISCO GIANTS,MLB,VALADAO FOR CONGRESS,"$2,700 ",2016,Republican,0.537,
317,Charles Johnson,SAN FRANCISCO GIANTS,MLB,"YOUNG FOR IOWA, INC.","$2,700 ",2016,Republican,0.537,
318,Charles Johnson,SAN FRANCISCO GIANTS,MLB,ZELDIN FOR CONGRESS,"$2,700 ",2016,Republican,0.537,
319,Charles Johnson,SAN FRANCISCO GIANTS,MLB,ZINKE FOR CONGRESS,"$2,700 ",2016,Republican,0.537,
320,Charles Johnson,SAN FRANCISCO GIANTS,MLB,CAMPBELL 4 MARYLAND,"$2,700 ",2018,Republican,0.451,
321,Charles Johnson,SAN FRANCISCO GIANTS,MLB,CHIP ROY FOR CONGRESS,"$2,700 ",2018,Republican,0.451,
322,Charles Johnson,SAN FRANCISCO GIANTS,MLB,CLAUDIA TENNEY FOR CONGRESS,"$2,700 ",2018,Republican,0.451,
323,Charles Johnson,SAN FRANCISCO GIANTS,MLB,FRIENDS OF DAVE BRAT INC.,"$2,700 ",2018,Republican,0.451,
324,Charles Johnson,SAN FRANCISCO GIANTS,MLB,"HANDEL FOR CONGRESS, INC.","$2,700 ",2018,Republican,0.451,
325,Charles Johnson,SAN FRANCISCO GIANTS,MLB,JEFF DOVE FOR CONGRESS,"$2,700 ",2018,Republican,0.451,
326,Charles Johnson,SAN FRANCISCO GIANTS,MLB,JOHN JAMES FOR SENATE INC,"$2,700 ",2018,Republican,0.451,
327,Charles Johnson,SAN FRANCISCO GIANTS,MLB,MARK GREEN FOR CONGRESS,"$2,700 ",2018,Republican,0.451,
328,Charles Johnson,SAN FRANCISCO GIANTS,MLB,MATT ROSENDALE FOR MONTANA,"$2,700 ",2018,Republican,0.451,
329,Charles Johnson,SAN FRANCISCO GIANTS,MLB,MIKE BRAUN FOR INDIANA,"$2,700 ",2018,Republican,0.451,
330,Charles Johnson,SAN FRANCISCO GIANTS,MLB,RICK FOR CONGRESS,"$2,700 ",2018,Republican,0.451,
331,Charles Johnson,SAN FRANCISCO GIANTS,MLB,ROHRABACHER FOR CONGRESS,"$2,700 ",2018,Republican,0.451,
332,Charles Johnson,SAN FRANCISCO GIANTS,MLB,ROTHFUS VICTORY COMMITTEE,"$2,700 ",2018,Republican,0.451,
333,Charles Johnson,SAN FRANCISCO GIANTS,MLB,RUSS FULCHER FOR IDAHO,"$2,700 ",2018,Republican,0.451,
334,Charles Johnson,SAN FRANCISCO GIANTS,MLB,TARKANIAN FOR CONGRESS,"$2,700 ",2018,Republican,0.451,
335,Charles Johnson,SAN FRANCISCO GIANTS,MLB,TOM CAMPBELL FOR NORTH DAKOTA,"$2,700 ",2018,Republican,0.451,
336,Charles Johnson,SAN FRANCISCO GIANTS,MLB,WICKER FOR SENATE,"$2,700 ",2018,Republican,0.451,
337,Charles Johnson,SAN FRANCISCO GIANTS,MLB,JACKIE SPEIER FOR CONGRESS,"$2,700 ",2018,Democrat,0.451,
338,Charles Johnson,SAN FRANCISCO GIANTS,MLB,BLACK AMERICA'S POLITICAL ACTION COMMITTEE,"$2,500 ",2020,Republican,0.483,
339,Charles Johnson,SAN FRANCISCO GIANTS,MLB,JACKIE SPEIER FOR CONGRESS,"$2,500 ",2020,Democrat,0.483,
340,Charles Johnson,SAN FRANCISCO GIANTS,MLB,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),"$2,000 ",2016,Republican,0.537,
341,Charles Johnson,SAN FRANCISCO GIANTS,MLB,BLACK AMERICANS TO RE-ELECT THE PRESIDENT,"$1,000 ",2018,Republican,0.451,
342,Charles Johnson,SAN FRANCISCO GIANTS,MLB,CALIFORNIA REPUBLICAN PARTY FEDERAL ACCT.,$400 ,2018,Republican,0.451,
343,Charles K. Monfort,COLORADO ROCKIES,MLB,Colorado Republican Committee,"$5,000 ",2016,Republican,0.463,
344,Charlie Jacobs,BOSTON BRUINS,NHL,"DELAWARE NORTH COMPANIES, INC. POLITICAL ACTION COMMITTEE","$10,000 ",2016,Bipartisan,0.567,
345,Charlie Jacobs,BOSTON BRUINS,NHL,"DELAWARE NORTH COMPANIES, INC. POLITICAL ACTION COMMITTEE","$10,000 ",2018,Bipartisan,0.683,
346,Charlie Jacobs,BOSTON BRUINS,NHL,JACOBS FOR CONGRESS,"$5,600 ",2020,Republican,0.714,
347,Charlie Jacobs,BOSTON BRUINS,NHL,HILLARY VICTORY FUND,"$5,000 ",2016,Democrat,0.567,
348,Charlie Jacobs,BOSTON BRUINS,NHL,COMMITTEE TO ELECT DAN KOH,"$5,000 ",2018,Democrat,0.683,
349,Charlie Jacobs,BOSTON BRUINS,NHL,KENNEDY FOR MASSACHUSETTS,"$2,800 ",2020,Democrat,0.714,
350,Charlie Jacobs,BOSTON BRUINS,NHL,HILLARY FOR AMERICA,"$2,700 ",2016,Democrat,0.567,
351,Charlie Jacobs,BOSTON BRUINS,NHL,COLLINS VICTORY FUND,"$2,300 ",2018,Republican,0.683,
352,Charlie Jacobs,BOSTON BRUINS,NHL,GILLIBRAND FOR SENATE,"$2,100 ",2018,Democrat,0.683,
353,Charlie Jacobs,BOSTON BRUINS,NHL,FRIENDS OF JOHN BOEHNER,"$2,000 ",2016,Republican,0.567,
354,Charlie Jacobs,BOSTON BRUINS,NHL,MOULTON FOR CONGRESS,"$1,000 ",2016,Democrat,0.567,
355,Charlie Jacobs,BOSTON BRUINS,NHL,TOM REED FOR CONGRESS,$500 ,2016,Republican,0.567,
356,Charlie Jacobs,BOSTON BRUINS,NHL,JAKE AUCHINCLOSS FOR CONGRESS,$500 ,2020,Democrat,0.714,
361,Chris Ilitch,DETROIT TIGERS DETROIT RED WINGS,"MLB, NHL",Office of the Commissioner of Major League Baseball Poliitcal Action Committee,"$5,000 ",2018,Bipartisan,0.42,
362,Chris Ilitch,DETROIT TIGERS DETROIT RED WINGS,"MLB, NHL",Office of the Commissioner of Major League Baseball Poliitcal Action Committee,"$5,000 ",2020,Bipartisan,0.336,
363,Christopher Johnson,NEW YORK JETS,NFL,FRIENDS OF KELLY AYOTTE INC,"$2,700 ",2016,Republican,0.313,
364,Christopher Johnson,NEW YORK JETS,NFL,COUNTRY FIRST POLITICAL ACTION COMMITTEE INC. (COUNTRY FIRST PAC),"$2,600 ",2016,Republican,0.313,
365,Christopher Johnson,NEW YORK JETS,NFL,FRIENDS OF JOHN MCCAIN INC (SEDONA PAC),$100 ,2016,Republican,0.313,
366,Clark Hunt,KANSAS CITY CHIEFS,NFL,KEEP THE SENATE RED 2016,"$10,800 ",2016,Republican,0.75,
367,Clark Hunt,KANSAS CITY CHIEFS,NFL,TEAM RYAN,"$10,400 ",2016,Republican,0.75,
368,Clark Hunt,KANSAS CITY CHIEFS,NFL,CORNYN MAJORITY COMMITTEE,"$5,600 ",2020,Republican,0.875,
369,Clark Hunt,KANSAS CITY CHIEFS,NFL,CORNYN MAJORITY COMMITTEE,"$5,400 ",2018,Republican,0.75,
370,Clark Hunt,KANSAS CITY CHIEFS,NFL,NRCC,"$5,000 ",2018,Republican,0.75,
371,Clark Hunt,KANSAS CITY CHIEFS,NFL,LINDSTROM FOR SENATE,"$2,800 ",2020,Republican,0.875,
372,Clark Hunt,KANSAS CITY CHIEFS,NFL,PORTMAN FOR SENATE COMMITTEE,"$2,700 ",2016,Republican,0.75,
373,Clark Hunt,KANSAS CITY CHIEFS,NFL,PETE SESSIONS FOR CONGRESS,"$2,700 ",2018,Republican,0.75,
374,Clark Hunt,KANSAS CITY CHIEFS,NFL,TED CRUZ FOR SENATE,"$2,700 ",2018,Republican,0.75,
375,Clark Hunt,KANSAS CITY CHIEFS,NFL,MOKAN VICTORY FUND,"$2,500 ",2016,Republican,0.75,
376,Clark Hunt,KANSAS CITY CHIEFS,NFL,2018 REPUBLICAN CHALLENGERS FUND,"$2,500 ",2018,Republican,0.75,
377,Clark Hunt,KANSAS CITY CHIEFS,NFL,CITIZENS FOR JOSH MANDEL INC,$575 ,2018,Republican,0.75,
378,Clayton Bennett,OKLAHOMA CITY THUNDER,NBA,RIGHT TO RISE USA,"$12,500 ",2016,Republican,0.671,
379,Clayton Bennett,OKLAHOMA CITY THUNDER,NBA,FRIENDS OF JIM INHOFE,"$5,600 ",2020,Republican,0.611,
380,Clayton Bennett,OKLAHOMA CITY THUNDER,NBA,COLE FOR CONGRESS,"$5,400 ",2016,Republican,0.671,
381,Clayton Bennett,OKLAHOMA CITY THUNDER,NBA,FAMILIES FOR JAMES LANKFORD,"$5,400 ",2016,Republican,0.671,
382,Clayton Bennett,OKLAHOMA CITY THUNDER,NBA,COLE FOR CONGRESS,"$5,400 ",2018,Republican,0.585,
383,Clayton Bennett,OKLAHOMA CITY THUNDER,NBA,COLE FOR CONGRESS,"$2,800 ",2020,Republican,0.611,
384,Clayton Bennett,OKLAHOMA CITY THUNDER,NBA,"JEB 2016, INC.","$2,700 ",2016,Republican,0.671,
385,Clayton Bennett,OKLAHOMA CITY THUNDER,NBA,TOM ATKINSON FOR CONGRESS,"$2,700 ",2016,Republican,0.671,
386,Clayton Bennett,OKLAHOMA CITY THUNDER,NBA,ROGER WILLIAMS FOR U S CONGRESS COMMITTEE,"$2,600 ",2016,Republican,0.671,
387,Clayton Bennett,OKLAHOMA CITY THUNDER,NBA,LUCAS FOR CONGRESS,"$1,000 ",2016,Republican,0.671,
388,Clayton Bennett,OKLAHOMA CITY THUNDER,NBA,CORY GARDNER FOR SENATE,"$1,000 ",2020,Republican,0.611,
389,Clayton Bennett,OKLAHOMA CITY THUNDER,NBA,CRUMPACKER FOR CONGRESS,"$1,000 ",2020,Republican,0.611,
390,Clayton Bennett,OKLAHOMA CITY THUNDER,NBA,ROGER FOR CONGRESS VICTORY FUND,"$1,000 ",2020,Republican,0.611,
391,Clayton Bennett,OKLAHOMA CITY THUNDER,NBA,WINRED,"$1,000 ",2020,Republican,0.611,
392,Craig Leipold,MINNESOTA WILD,NHL,UNINTIMIDATED PAC INC,"$50,000 ",2016,Republican,0.53,
393,Craig Leipold,MINNESOTA WILD,NHL,RON JOHNSON VICTORY,"$11,200 ",2020,Republican,0.558,
394,Craig Leipold,MINNESOTA WILD,NHL,REPUBLICAN PARTY OF WISCONSIN,"$10,000 ",2016,Republican,0.53,
395,Craig Leipold,MINNESOTA WILD,NHL,DUFFY FOR WISCONSIN,"$5,600 ",2020,Republican,0.558,
396,Craig Leipold,MINNESOTA WILD,NHL,DUFFY VICTORY FUND,"$5,600 ",2020,Republican,0.558,
397,Craig Leipold,MINNESOTA WILD,NHL,"STEIL FOR WISCONSIN, INC.","$5,600 ",2020,Republican,0.558,
398,Craig Leipold,MINNESOTA WILD,NHL,RON JOHNSON FOR SENATE INC,"$5,400 ",2016,Republican,0.53,
399,Craig Leipold,MINNESOTA WILD,NHL,SCOTT WALKER INC,"$5,400 ",2016,Republican,0.53,
400,Craig Leipold,MINNESOTA WILD,NHL,DUFFY VICTORY FUND,"$5,400 ",2018,Republican,0.616,
401,Craig Leipold,MINNESOTA WILD,NHL,HOUSLEY FOR SENATE COMMITTEE,"$5,400 ",2018,Republican,0.616,
402,Craig Leipold,MINNESOTA WILD,NHL,LEAH FOR SENATE,"$5,400 ",2018,Republican,0.616,
403,Craig Leipold,MINNESOTA WILD,NHL,WINRED,"$3,000 ",2020,Republican,0.558,
404,Craig Leipold,MINNESOTA WILD,NHL,RON JOHNSON FOR SENATE INC,"$2,810 ",2020,Republican,0.558,
405,Craig Leipold,MINNESOTA WILD,NHL,JOHNSON VICTORY COMMITTEE,"$2,700 ",2016,Republican,0.53,
406,Craig Leipold,MINNESOTA WILD,NHL,MIKE GALLAGHER FOR WISCONSIN,"$2,700 ",2018,Republican,0.616,
407,Craig Leipold,MINNESOTA WILD,NHL,"STEIL FOR WISCONSIN, INC.","$2,700 ",2018,Republican,0.616,
408,Craig Leipold,MINNESOTA WILD,NHL,DUFFY FOR WISCONSIN,"$2,500 ",2016,Republican,0.53,
409,Craig Leipold,MINNESOTA WILD,NHL,REPUBLICAN PARTY OF WISCONSIN,"$2,500 ",2020,Republican,0.558,
410,Craig Leipold,MINNESOTA WILD,NHL,FRIENDS OF STEWART MILLS,"$1,000 ",2016,Republican,0.53,
411,Craig Leipold,MINNESOTA WILD,NHL,GLENN GROTHMAN FOR CONGRESS,"$1,000 ",2016,Republican,0.53,
412,Craig Leipold,MINNESOTA WILD,NHL,MIKE GALLAGHER FOR WISCONSIN,"$1,000 ",2016,Republican,0.53,
413,Craig Leipold,MINNESOTA WILD,NHL,MIKE GALLAGHER FOR WISCONSIN,"$1,000 ",2020,Republican,0.558,
414,Craig Leipold,MINNESOTA WILD,NHL,"TIFFANY FOR WISCONSIN, INC.","$1,000 ",2020,Republican,0.558,
415,Craig Leipold,MINNESOTA WILD,NHL,VAN ORDEN FOR CONGRESS,"$1,000 ",2020,Republican,0.558,
416,D. Cal McNair,HOUSTON TEXANS,NFL,Gridiron-PAC,"$10,000 ",2016,Bipartisan,0.563,
417,D. Cal McNair,HOUSTON TEXANS,NFL,Gridiron-PAC,"$5,000 ",2020,Bipartisan,0.25,
418,D. Cal McNair,HOUSTON TEXANS,NFL,PIERCE BUSH FOR CONGRESS,"$2,800 ",2020,Republican,0.25,
419,Dan DeVos,ORLANDO MAGIC,NBA,CONGRESSIONAL LEADERSHIP FUND,"$200,000 ",2018,Republican,0.305,
420,Dan DeVos,ORLANDO MAGIC,NBA,"AMERICA FIRST ACTION, INC.","$200,000 ",2020,Republican,0.452,
421,Dan DeVos,ORLANDO MAGIC,NBA,BETTER FUTURE MI FUND,"$200,000 ",2020,Republican,0.452,
422,Dan DeVos,ORLANDO MAGIC,NBA,CONGRESSIONAL LEADERSHIP FUND,"$200,000 ",2020,Republican,0.452,
423,Dan DeVos,ORLANDO MAGIC,NBA,SENATE LEADERSHIP FUND,"$200,000 ",2020,Republican,0.452,
424,Dan DeVos,ORLANDO MAGIC,NBA,SENATE LEADERSHIP FUND,"$150,000 ",2016,Republican,0.427,
425,Dan DeVos,ORLANDO MAGIC,NBA,AMERICAN CROSSROADS,"$100,000 ",2016,Republican,0.427,
426,Dan DeVos,ORLANDO MAGIC,NBA,SENATE LEADERSHIP FUND,"$100,000 ",2018,Republican,0.305,
427,Dan DeVos,ORLANDO MAGIC,NBA,NRSC,"$71,000 ",2020,Republican,0.452,
428,Dan DeVos,ORLANDO MAGIC,NBA,TRUMP VICTORY,"$70,000 ",2016,Republican,0.427,
429,Dan DeVos,ORLANDO MAGIC,NBA,NRSC,"$66,800 ",2016,Republican,0.427,
430,Dan DeVos,ORLANDO MAGIC,NBA,TEAM RYAN,"$57,500 ",2016,Republican,0.427,
431,Dan DeVos,ORLANDO MAGIC,NBA,CONSERVATIVE SOLUTIONS PAC,"$50,000 ",2016,Republican,0.427,
432,Dan DeVos,ORLANDO MAGIC,NBA,TAKE BACK THE HOUSE 2020,"$50,000 ",2020,Republican,0.452,
433,Dan DeVos,ORLANDO MAGIC,NBA,DEFEND THE SENATE,"$39,400 ",2020,Republican,0.452,
434,Dan DeVos,ORLANDO MAGIC,NBA,NRSC,"$33,900 ",2018,Republican,0.305,
435,Dan DeVos,ORLANDO MAGIC,NBA,NEW REPUBLICAN PAC,"$33,000 ",2018,Republican,0.305,
436,Dan DeVos,ORLANDO MAGIC,NBA,MICHIGAN REPUBLICAN PARTY,"$20,000 ",2016,Republican,0.427,
437,Dan DeVos,ORLANDO MAGIC,NBA,MICHIGAN REPUBLICAN PARTY,"$20,000 ",2018,Republican,0.305,
